Unnamed: 0,price,condition,district,max_floor,street,num_rooms,region,area,url,num_bathrooms,building_type,floor,ceiling_height
6272,178537,good,Center,7,Antarayin St,3,Yerevan,110,http://www.myrealty.am/en/item/13736/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,stone,6,3
906,206024,zero condition,Center,17,Aram St,4,Yerevan,135,http://www.myrealty.am/en/item/1645/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,12,3
64,141343,good,Center,6,Sayat Nova Ave,3,Yerevan,106,http://www.myrealty.am/en/item/20513/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,2,3
4403,85905,good,Center,7,Antarayin St,2,Yerevan,60,http://www.myrealty.am/en/item/14637/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,2,2.8
5486,52170,good,Arabkir,6,V.Papazyan St,2,Yerevan,61,http://www.myrealty.am/en/item/36683/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,2,2.8
3904,71109,zero condition,Center,5,Abovyan St,3,Yerevan,95,http://www.myrealty.am/en/item/35510/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,4,3.2
1013,150589,newly repaired,Arabkir,17,N. Zaryan St,3,Yerevan,104,http://www.myrealty.am/en/item/25485/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,2,monolit,7,3.2
2392,70819,newly repaired,Arabkir,6,V.Papazyan St,2,Yerevan,65,http://www.myrealty.am/en/item/33554/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,2,2.8
4260,101338,good,Center,13,Sayat Nova Ave,2,Yerevan,65,http://www.myrealty.am/en/item/19759/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,panel,5,2.8
2537,74440,newly repaired,Davtashen,10,Davtashen 4 district,3,Yerevan,88,http://www.myrealty.am/en/item/30286/3-senyakanoc-bnakaran-vacharq-Yerevan-Davtashen,1,panel,2,2.8
3373,85104,newly repaired,Center,5,Khanjyan St,3,Yerevan,80,http://www.myrealty.am/en/item/17699/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,4,3
434,97227,good,Arabkir,6,Komitas Ave,3,Yerevan,81,http://www.myrealty.am/en/item/26907/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,other,3,2.8
1658,77842,newly repaired,Arabkir,10,Surenyants St,2,Yerevan,64,http://www.myrealty.am/en/item/36334/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,8,2.8
5292,86231,newly repaired,Center,13,Abovyan St,2,Yerevan,78,http://www.myrealty.am/en/item/27619/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,10,3
775,112415,good,Arabkir,6,A. Khachatrian St,4,Yerevan,91,http://www.myrealty.am/en/item/23146/4-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,2,2.8
1220,258092,newly repaired,Center,24,Vardanants St,3,Yerevan,92,http://www.myrealty.am/en/item/10679/Apartment-for-sale-in-Yerevan,1,monolit,15,3
6071,171970,newly repaired,Center,6,Sayat Nova Ave,3,Yerevan,85,http://www.myrealty.am/en/item/20711/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,2,3
4076,73586,good,Arabkir,6,V.Vagharshyan St,3,Yerevan,76,http://www.myrealty.am/en/item/36691/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,4,2.8
4845,60886,good,Shengavit,6,Manandyan St,3,Yerevan,78,http://www.myrealty.am/en/item/26258/3-senyakanoc-bnakaran-vacharq-Yerevan-Shengavit,1,stone,4,2.8
6096,60428,good,Arabkir,14,V.Vagharshyan St,2,Yerevan,67,http://www.myrealty.am/en/item/33098/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,7,2.8
5955,57199,newly repaired,Arabkir,10,Sundukyan St,2,Yerevan,74,http://www.myrealty.am/en/item/28784/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,5,2.8
1598,142901,newly repaired,Center,16,Aram St,3,Yerevan,112,http://www.myrealty.am/en/item/13695/Apartment-for-sale-in-Yerevan,1,monolit,15,3.2
4591,111862,good,Arabkir,17,N. Zaryan St,3,Yerevan,114,http://www.myrealty.am/en/item/29863/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,3,other,9,3
4296,74759,good,Center,10,NarDos St,3,Yerevan,80,http://www.myrealty.am/en/item/23745/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,6,2.8
1918,55090,good,Arabkir,5,Kasyan St,2,Yerevan,54,http://www.myrealty.am/en/item/26161/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,4,2.8
966,120343,good,Center,6,Nalbandyan St,3,Yerevan,96,http://www.myrealty.am/en/item/24046/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,5,2.8
5335,51968,good,Center,6,Nalbandyan St,1,Yerevan,40,http://www.myrealty.am/en/item/36271/1-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,3,2.8
4125,72551,newly repaired,Achapnyak,17,Bashinjaxyan St,4,Yerevan,104,http://www.myrealty.am/en/item/22643/4-senyakanoc-bnakaran-vacharq-Yerevan-Achapnyak,1,panel,14,2.8
3916,69883,good,Center,10,D. Demirchyan St,3,Yerevan,78,http://www.myrealty.am/en/item/37754/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,4,2.8
3112,134660,newly repaired,Center,6,Khanjyan St,4,Yerevan,110,http://www.myrealty.am/en/item/28003/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,stone,5,3.2
2448,117237,good,Avan,10,Avan-Arinj 1 micro,3,Yerevan,94,http://www.myrealty.am/en/item/37813/3-senyakanoc-bnakaran-vacharq-Yerevan-Avan,1,panel,6,2.8
2141,64018,good,Davtashen,10,Davtashen 4 district,1,Yerevan,71,http://www.myrealty.am/en/item/8343/apartment-for-sale-in-Yerevan,2,panel,1,2.8
4368,63948,newly repaired,Arabkir,17,V.Vagharshyan St,2,Yerevan,60,http://www.myrealty.am/en/item/36534/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,7,2.8
3001,86354,zero condition,Center,6,Vardanants St,2,Yerevan,69,http://www.myrealty.am/en/item/37208/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,2,3.2
422,71654,good,Arabkir,10,Hr.Kochar St,3,Yerevan,100,http://www.myrealty.am/en/item/24617/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,2,panel,2,3
4001,69388,good,Arabkir,8,Komitas Ave,2,Yerevan,74,http://www.myrealty.am/en/item/15046/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,4,2.8
986,49815,good,Nor Norq,10,Vilnyus St,3,Yerevan,80,http://www.myrealty.am/en/item/37980/3-senyakanoc-bnakaran-vacharq-Yerevan-Nor%20Norq,1,panel,9,2.8
2397,49960,good,Arabkir,10,Komitas Ave,1,Yerevan,48,http://www.myrealty.am/en/item/37826/1-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,3,2.8
6811,43243,good,Erebuni,10,Erebuni St,2,Yerevan,45,http://www.myrealty.am/en/item/34319/2-senyakanoc-bnakaran-vacharq-Yerevan-Erebuni,1,panel,7,2.8
6468,81369,newly repaired,Center,6,Tumanyan St,2,Yerevan,40,http://www.myrealty.am/en/item/18378/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,2,2.8
5180,116804,newly repaired,Center,5,Charents St,3,Yerevan,94,http://www.myrealty.am/en/item/29831/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,2,3.2
744,47014,good,Avan,10,Hovhannisyan distrct,2,Yerevan,53,http://www.myrealty.am/en/item/30480/2-senyakanoc-bnakaran-vacharq-Yerevan-Avan,1,panel,8,2.8
3809,74342,newly repaired,Center,17,Amiryan St,3,Yerevan,67,http://www.myrealty.am/en/item/2128/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,13,2.8
5082,260660,newly repaired,Arabkir,15,Baghramyan 2 alley,3,Yerevan,97,http://www.myrealty.am/en/item/15368/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,monolit,10,2.8
3565,87755,newly repaired,Center,17,E. Qochar St,2,Yerevan,80,http://www.myrealty.am/en/item/2941/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,panel,8,3
2406,72508,good,Achapnyak,10,Mazmanyan St,3,Yerevan,86,http://www.myrealty.am/en/item/15104/3-senyakanoc-bnakaran-vacharq-Yerevan-Achapnyak,1,panel,8,2.8
230,49160,newly repaired,Shengavit,11,Chexov St,2,Yerevan,65,http://www.myrealty.am/en/item/38214/2-senyakanoc-bnakaran-vacharq-Yerevan-Shengavit,1,panel,9,2.8
2026,85928,newly repaired,Arabkir,9,Adonts St,3,Yerevan,84,http://www.myrealty.am/en/item/13333/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,monolit,8,3
1614,151786,good,Center,15,Mashtots Ave,3,Yerevan,90,http://www.myrealty.am/en/item/34024/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,11,3
2969,83399,good,Center,12,Saryan St,2,Yerevan,71,http://www.myrealty.am/en/item/20660/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,other,9,2.8
6581,159654,newly repaired,Center,11,Saryan St,3,Yerevan,80,http://www.myrealty.am/en/item/28258/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,6,3
3050,81287,newly repaired,Center,6,Arshakunyats Ave,3,Yerevan,103,http://www.myrealty.am/en/item/14763/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,2,2.8
5120,60787,good,Center,8,Aygestan 9 St,2,Yerevan,51,http://www.myrealty.am/en/item/35438/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,2,3
5283,79446,newly repaired,Davtashen,17,Davtashen 3 district,3,Yerevan,97,http://www.myrealty.am/en/item/29250/3-senyakanoc-bnakaran-vacharq-Yerevan-Davtashen,1,panel,4,3
1634,44006,newly repaired,Center,6,Kajaznuni St,1,Yerevan,40,http://www.myrealty.am/en/item/20266/1-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,other,4,2.8
4641,78502,good,Shengavit,6,Manandyan St,4,Yerevan,80,http://www.myrealty.am/en/item/26270/4-senyakanoc-bnakaran-vacharq-Yerevan-Shengavit,1,stone,5,2.8
2836,81241,newly repaired,Arabkir,6,Hambardzumyan St,3,Yerevan,78,http://www.myrealty.am/en/item/36959/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,4,2.8
5485,64652,zero condition,Nor Norq,17,Lvovyan St,3,Yerevan,75,http://www.myrealty.am/en/item/35738/3-senyakanoc-bnakaran-vacharq-Yerevan-Nor%20Norq,1,monolit,8,2.8
2878,40517,good,Nor Norq,17,Mar St,3,Yerevan,96,http://www.myrealty.am/en/item/22392/3-senyakanoc-bnakaran-vacharq-Yerevan-Nor%20Norq,1,panel,14,2.8
6157,187523,newly repaired,Center,5,Saryan St,3,Yerevan,143,http://www.myrealty.am/en/item/373/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,4,2.8
4242,96178,good,Center,7,Mashtots Ave,2,Yerevan,67,http://www.myrealty.am/en/item/27700/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,2,2.8
4275,71899,zero condition,Arabkir,6,V.Vagharshyan St,4,Yerevan,114,http://www.myrealty.am/en/item/27888/4-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,1,2.8
2368,106442,newly repaired,Center,10,M.Khorenatsi St,4,Yerevan,112,http://www.myrealty.am/en/item/28037/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,7,3
2643,103565,newly repaired,Arabkir,6,Griboedov St,3,Yerevan,76,http://www.myrealty.am/en/item/20195/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,other,3,2.8
4708,54488,newly repaired,Arabkir,10,A.Tigranyan St,2,Yerevan,70,http://www.myrealty.am/en/item/17147/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,other,4,2.8
3495,77699,good,Arabkir,10,Nikol Duman St,3,Yerevan,94,http://www.myrealty.am/en/item/36241/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,other,2,2.8
4497,115765,newly repaired,Arabkir,12,Mamikoniants St,3,Yerevan,113,http://www.myrealty.am/en/item/28944/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,2,other,10,2.8
5309,45742,good,Arabkir,9,Komitas Ave,2,Yerevan,42,http://www.myrealty.am/en/item/23415/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,7,2.8
4652,47122,good,Achapnyak,10,Arzumanyan St,2,Yerevan,70,http://www.myrealty.am/en/item/27643/2-senyakanoc-bnakaran-vacharq-Yerevan-Achapnyak,1,panel,4,2.8
1215,115506,newly repaired,Arabkir,6,V.Papazyan St,3,Yerevan,92,http://www.myrealty.am/en/item/37341/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,2,other,2,2.8
5730,69350,good,Davtashen,10,Davtashen 2 district,4,Yerevan,80,http://www.myrealty.am/en/item/22543/4-senyakanoc-bnakaran-vacharq-Yerevan-Davtashen,1,panel,7,2.8
1667,57659,newly repaired,Center,11,E. Qochar St,1,Yerevan,42,http://www.myrealty.am/en/item/3458/1-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,7,3
1880,65953,good,Center,13,Mashtots Ave,1,Yerevan,42,http://www.myrealty.am/en/item/36429/1-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,2,2.8
5867,287522,newly repaired,Center,5,Mashtots Ave,4,Yerevan,140,http://www.myrealty.am/en/item/443/Apartment-for-sale-in-Yerevan,1,stone,4,3.2
4429,82558,newly repaired,Arabkir,6,Komitas Ave,3,Yerevan,77,http://www.myrealty.am/en/item/20733/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,5,2.8
3546,85369,good,Malatia-Sebastia,9,A. Babajanyan St,4,Yerevan,106,http://www.myrealty.am/en/item/37506/4-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,2,monolit,6,2.8
5769,103636,newly repaired,Achapnyak,14,Shinararner St,4,Yerevan,111,http://www.myrealty.am/en/item/25885/4-senyakanoc-bnakaran-vacharq-Yerevan-Achapnyak,1,monolit,10,2.8
3081,91878,newly repaired,Avan,15,Tsarav Aghbyur St,3,Yerevan,110,http://www.myrealty.am/en/item/37673/3-senyakanoc-bnakaran-vacharq-Yerevan-Avan,1,monolit,2,2.8
12,45197,good,Avan,15,Charents disrtict,2,Yerevan,94,http://www.myrealty.am/en/item/31423/2-senyakanoc-bnakaran-vacharq-Yerevan-Avan,1,panel,13,2.8
3407,85345,newly repaired,Arabkir,6,Vratsakan St,4,Yerevan,118,http://www.myrealty.am/en/item/7964/4-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,5,3
766,108806,newly repaired,Arabkir,12,Hr.Kochar St,3,Yerevan,82,http://www.myrealty.am/en/item/22304/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,monolit,10,3
6434,218080,newly repaired,Center,6,Abovyan St,4,Yerevan,144,http://www.myrealty.am/en/item/17290/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,stone,4,3.2
767,89144,newly repaired,Center,10,M.Khorenatsi St,3,Yerevan,92,http://www.myrealty.am/en/item/22854/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,3,2.8
2239,87258,newly repaired,Avan,15,Tsarav Aghbyur St,3,Yerevan,94,http://www.myrealty.am/en/item/5873/3-senyakanoc-bnakaran-vacharq-Yerevan-Avan,1,monolit,7,3
3195,92483,newly repaired,Malatia-Sebastia,9,A. Babajanyan St,4,Yerevan,108,http://www.myrealty.am/en/item/6176/4-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,2,monolit,6,3
1852,136302,newly repaired,Center,11,Tumanyan St,3,Yerevan,63,http://www.myrealty.am/en/item/37681/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,other,5,2.8
4792,82631,newly repaired,Avan,10,Isahakyan district,4,Yerevan,96,http://www.myrealty.am/en/item/30673/4-senyakanoc-bnakaran-vacharq-Yerevan-Avan,1,panel,5,2.8
3698,72776,zero condition,Avan,15,Tsarav Aghbyur St,3,Yerevan,112,http://www.myrealty.am/en/item/37301/3-senyakanoc-bnakaran-vacharq-Yerevan-Avan,2,monolit,4,3
1152,177535,good,Center,17,Tsitsernakaberd Highway,3,Yerevan,115,http://www.myrealty.am/en/item/34496/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,10,2.8
1498,55570,good,Malatia-Sebastia,10,A. Babajanyan St,4,Yerevan,93,http://www.myrealty.am/en/item/30462/4-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,1,panel,9,2.8
1428,152002,zero condition,Center,6,Aghayan St,3,Yerevan,85,http://www.myrealty.am/en/item/157/apartment-for-sale-in-Yerevan,1,stone,2,3.2
5272,112948,newly repaired,Davtashen,12,Davtashen 4 district,3,Yerevan,107,http://www.myrealty.am/en/item/30695/3-senyakanoc-bnakaran-vacharq-Yerevan-Davtashen,1,monolit,4,3.2
1881,56048,good,Arabkir,6,Komitas Ave,2,Yerevan,58,http://www.myrealty.am/en/item/36604/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,3,2.8
2648,104267,newly repaired,Center,7,Nalbandyan St,3,Yerevan,86,http://www.myrealty.am/en/item/26080/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,4,2.8
3314,136329,good,Center,6,Pushkin St,2,Yerevan,75,http://www.myrealty.am/en/item/37526/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,1,3
5332,54654,zero condition,Arabkir,5,Kievyan St,1,Yerevan,40,http://www.myrealty.am/en/item/10091/apartment-for-sale-in-Yerevan,1,stone,3,2.8
2096,202937,newly repaired,Center,18,Sayat Nova Ave,4,Yerevan,119,http://www.myrealty.am/en/item/30799/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,other,16,2.8
3021,55432,good,Nor Norq,6,Lvovyan St,4,Yerevan,80,http://www.myrealty.am/en/item/22266/4-senyakanoc-bnakaran-vacharq-Yerevan-Nor%20Norq,1,stone,3,2.6
4978,75357,newly repaired,Erebuni,10,Khaghagh Don St,3,Yerevan,76,http://www.myrealty.am/en/item/31772/3-senyakanoc-bnakaran-vacharq-Yerevan-Erebuni,1,panel,6,2.8
741,50750,good,Nor Norq,10,Moldovakan St,2,Yerevan,58,http://www.myrealty.am/en/item/6606/2-senyakanoc-bnakaran-vacharq-Yerevan-Nor%20Norq,1,panel,4,2.8
799,50712,newly repaired,Arabkir,6,Hr. Kochar 1 alley,1,Yerevan,34,http://www.myrealty.am/en/item/18111/1-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,5,2.8
2583,95985,newly repaired,Arabkir,5,Komitas Ave,3,Yerevan,110,http://www.myrealty.am/en/item/15849/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,4,3
2118,46729,good,Achapnyak,6,Mazmanyan St,2,Yerevan,63,http://www.myrealty.am/en/item/34584/2-senyakanoc-bnakaran-vacharq-Yerevan-Achapnyak,1,stone,2,2.8
2731,94059,newly repaired,Center,15,Aghayan St,2,Yerevan,50,http://www.myrealty.am/en/item/22175/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,panel,8,2.8
2665,189675,newly repaired,Center,12,Nalbandyan St,3,Yerevan,136,http://www.myrealty.am/en/item/15581/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,8,3
5338,97972,newly repaired,Qanaqer-Zeytun,6,Sevak St,3,Yerevan,92,http://www.myrealty.am/en/item/28236/3-senyakanoc-bnakaran-vacharq-Yerevan-Qanaqer-Zeytun,1,monolit,4,3
6158,291868,newly repaired,Center,11,Yekmalyan St,3,Yerevan,120,http://www.myrealty.am/en/item/8005/apartment-for-sale-in-Yerevan,2,monolit,2,3.2
2840,111251,good,Davtashen,6,Dzor 1 district,3,Yerevan,87,http://www.myrealty.am/en/item/11667/apartment-for-sale-in-Yerevan,2,monolit,3,2.8
6620,86597,good,Center,6,Mashtots Ave,2,Yerevan,70,http://www.myrealty.am/en/item/24899/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,other,4,2.8
2441,63395,newly repaired,Qanaqer-Zeytun,10,A. Tigranyan St,2,Yerevan,70,http://www.myrealty.am/en/item/16993/2-senyakanoc-bnakaran-vacharq-Yerevan-Qanaqer-Zeytun,1,panel,4,2.8
1806,54389,good,Achapnyak,5,Leningradyan St,3,Yerevan,73,http://www.myrealty.am/en/item/37905/3-senyakanoc-bnakaran-vacharq-Yerevan-Achapnyak,1,stone,2,2.6
5505,53351,good,Arabkir,10,Mamikoniants St,3,Yerevan,96,http://www.myrealty.am/en/item/32157/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,9,2.8
5673,126278,newly repaired,Arabkir,6,Gulakyan St,4,Yerevan,149,http://www.myrealty.am/en/item/28207/4-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,2,3
3121,54468,newly repaired,Arabkir,6,Orbeli Yeghbayrner   St,2,Yerevan,64,http://www.myrealty.am/en/item/35611/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,5,2.8
4397,49146,good,Malatia-Sebastia,10,Z.Andranik St,2,Yerevan,66,http://www.myrealty.am/en/item/22696/2-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,1,panel,1,2.8
5321,49030,good,Arabkir,10,Komitas Ave,2,Yerevan,64,http://www.myrealty.am/en/item/17746/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,6,2.8
467,85387,newly repaired,Center,11,Tumanyan St,1,Yerevan,47,http://www.myrealty.am/en/item/24173/1-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,4,2.8
971,50580,good,Arabkir,6,Azatutyan Ave,1,Yerevan,54,http://www.myrealty.am/en/item/24082/1-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,1,2.8
6140,127210,good,Center,6,Buzand St,3,Yerevan,93,http://www.myrealty.am/en/item/141/apartment-for-sale-in-Yerevan,1,stone,1,3.2
3003,96895,newly repaired,Center,12,Abovyan St,2,Yerevan,64,http://www.myrealty.am/en/item/12965/Apartment-for-sale-in-Yerevan,1,other,9,2.8
809,39523,good,Avan,17,Narekatsi district,3,Yerevan,70,http://www.myrealty.am/en/item/14412/3-senyakanoc-bnakaran-vacharq-Yerevan-Avan,1,monolit,9,2.8
6495,122024,newly repaired,Center,7,Moskovyan St,3,Yerevan,96,http://www.myrealty.am/en/item/26284/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,5,2.8
1103,233699,newly repaired,Center,16,Aram St,3,Yerevan,128,http://www.myrealty.am/en/item/34474/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,9,3
1903,56163,newly repaired,Nor Norq,10,Vilnyus St,3,Yerevan,73,http://www.myrealty.am/en/item/36514/3-senyakanoc-bnakaran-vacharq-Yerevan-Nor%20Norq,1,panel,2,2.8
4103,96591,newly repaired,Qanaqer-Zeytun,6,Sevak St,3,Yerevan,91,http://www.myrealty.am/en/item/29390/3-senyakanoc-bnakaran-vacharq-Yerevan-Qanaqer-Zeytun,1,stone,4,3
1605,149341,zero condition,Center,6,Mashtots Ave,3,Yerevan,95,http://www.myrealty.am/en/item/18183/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,2,3.2
4521,63464,newly repaired,Qanaqer-Zeytun,6,Rubinyants St,3,Yerevan,80,http://www.myrealty.am/en/item/22669/3-senyakanoc-bnakaran-vacharq-Yerevan-Qanaqer-Zeytun,1,stone,4,2.8
4321,66574,good,Malatia-Sebastia,6,Oganov St,3,Yerevan,80,http://www.myrealty.am/en/item/37823/3-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,1,stone,1,2.8
1447,143534,good,Center,11,Mashtots Ave,3,Yerevan,84,http://www.myrealty.am/en/item/24053/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,other,1,2.8
2601,58982,newly repaired,Center,15,Argishti St,2,Yerevan,53,http://www.myrealty.am/en/item/18433/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,10,3.2
3028,77347,newly repaired,Center,12,M.Khorenatsi St,2,Yerevan,72,http://www.myrealty.am/en/item/26627/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,10,2.8
4835,65952,good,Shengavit,5,Sharur St,5,Yerevan,148,http://www.myrealty.am/en/item/29798/5-senyakanoc-bnakaran-vacharq-Yerevan-Shengavit,2,stone,2,3.2
3795,334505,newly repaired,Arabkir,11,Arabkir 27 St,3,Yerevan,120,http://www.myrealty.am/en/item/37394/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,monolit,5,3
1257,50630,good,Avan,10,Avan-Arinj 1 micro,3,Yerevan,80,http://www.myrealty.am/en/item/38076/3-senyakanoc-bnakaran-vacharq-Yerevan-Avan,1,panel,2,2.8
3999,71230,good,Malatia-Sebastia,10,Kurghinyan alley,3,Yerevan,75,http://www.myrealty.am/en/item/18235/3-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,1,panel,9,2.8
1675,63176,good,Erebuni,15,Artsakh ave,3,Yerevan,110,http://www.myrealty.am/en/item/32411/3-senyakanoc-bnakaran-vacharq-Yerevan-Erebuni,1,panel,10,2.8
2287,60403,newly repaired,Qanaqer-Zeytun,10,Azatutyan avenue,2,Yerevan,70,http://www.myrealty.am/en/item/34258/2-senyakanoc-bnakaran-vacharq-Yerevan-Qanaqer-Zeytun,1,panel,6,2.8
5270,158146,newly repaired,Center,5,Hanrapetutyan St,4,Yerevan,135,http://www.myrealty.am/en/item/31836/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,stone,2,3.2
3866,74685,good,Center,17,Amiryan St,2,Yerevan,70,http://www.myrealty.am/en/item/36712/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,16,2.8
2436,61537,good,Shengavit,11,Chexov St,3,Yerevan,100,http://www.myrealty.am/en/item/23402/3-senyakanoc-bnakaran-vacharq-Yerevan-Shengavit,1,panel,1,2.8
4052,95498,newly repaired,Center,6,Tumanyan St,2,Yerevan,70,http://www.myrealty.am/en/item/36595/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,stone,4,3
1707,47951,newly repaired,Arabkir,6,Komitas Ave,1,Yerevan,30,http://www.myrealty.am/en/item/34449/1-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,2,2.8
4511,65169,good,Center,6,Kajaznuni St,1,Yerevan,40,http://www.myrealty.am/en/item/2015/Apartment-for-sale-in-Yerevan,1,other,5,2.8
989,41285,good,Malatia-Sebastia,15,Z.Andranik St,1,Yerevan,63,http://www.myrealty.am/en/item/25028/1-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,2,panel,9,2.8
4631,66128,good,Davtashen,10,Davtashen 3 district,2,Yerevan,80,http://www.myrealty.am/en/item/34320/2-senyakanoc-bnakaran-vacharq-Yerevan-Davtashen,1,panel,2,2.8
2719,91706,newly repaired,Arabkir,10,A. Khachatrian St,3,Yerevan,82,http://www.myrealty.am/en/item/32064/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,5,2.8
